file,run,latency_ms,transcript,meta,reference,wer
balance_10.wav,1,5994.492200000024,You show me my current account balance.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5994.480899999985}",show me my current account balance,0.16666666666666666
balance_10.wav,2,6321.451400000001,You show me my current account balance.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6321.438}",show me my current account balance,0.16666666666666666
balance_10.wav,3,5977.91030000002,You show me my current account balance.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5977.897199999972}",show me my current account balance,0.16666666666666666
card_issues_01.wav,1,5992.382200000009,Why was my card declined?,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5992.370999999992}",why was my card declined,0.0
card_issues_01.wav,2,5797.73449999999,Why was my card declined?,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5797.722600000043}",why was my card declined,0.0
card_issues_01.wav,3,5888.05769999999,Why was my card declined?,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5888.046599999996}",why was my card declined,0.0
card_issues_02.wav,1,6186.131200000034,I need help activating my code.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6186.119500000018}",I need help activating my scars,0.16666666666666666
card_issues_02.wav,2,5863.689000000022,I need help activating my code.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5863.678599999957}",I need help activating my scars,0.16666666666666666
card_issues_02.wav,3,5853.320699999984,I need help activating my code.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5853.308799999979}",I need help activating my scars,0.16666666666666666
card_issues_03.wav,1,5676.392099999986,Card not working.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5676.383399999963}",card not working,0.0
card_issues_03.wav,2,5749.120399999982,Card not working.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5749.11000000003}",card not working,0.0
card_issues_03.wav,3,5835.074899999995,Card not working.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5835.063300000002}",card not working,0.0
card_issues_04.wav,1,5789.431299999989,My card isn't working.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5789.4210999999705}",my card isn't working,0.0
card_issues_04.wav,2,5818.813000000091,My card isn't working.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5818.801700000108}",my card isn't working,0.0
card_issues_04.wav,3,5806.967100000065,My card isn't working.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5806.955799999969}",my card isn't working,0.0
card_issues_05.wav,1,6275.367500000016,trying to figure out why my payment was declined,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6275.357699999972}",trying to figure out why my payment was declined,0.0
card_issues_05.wav,2,6077.5584999998955,trying to figure out why my payment was declined,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6077.547900000013}",trying to figure out why my payment was declined,0.0
card_issues_05.wav,3,5758.328699999993,trying to figure out why my payment was declined,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5758.249500000034}",trying to figure out why my payment was declined,0.0
cash_deposit_01.wav,1,5746.300900000051,How do I deposit money into my account?,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5746.2900000000445}",how do I deposit money into my account,0.0
cash_deposit_01.wav,2,4976.8340000000535,How do I deposit money into my account?,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 4976.825800000029}",how do I deposit money into my account,0.0
cash_deposit_01.wav,3,5621.645899999976,How do I deposit money into my account?,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5621.636500000022}",how do I deposit money into my account,0.0
cash_deposit_02.wav,1,5820.966500000054,I would like to deposit money into my account.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5820.956199999955}",would you like to deposit money into my account,0.2222222222222222
cash_deposit_02.wav,2,5929.2295000000195,I would like to deposit money into my account.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5929.218799999944}",would you like to deposit money into my account,0.2222222222222222
cash_deposit_02.wav,3,5590.267700000027,I would like to deposit money into my account.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5590.258600000084}",would you like to deposit money into my account,0.2222222222222222
cash_deposit_03.wav,1,5370.504300000107,How do I deposit money into my account?,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5370.497200000045}",how do I deposit money into my account,0.0
cash_deposit_03.wav,2,5488.56509999996,How do I deposit money into my account?,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5488.557300000025}",how do I deposit money into my account,0.0
cash_deposit_03.wav,3,5742.609000000016,How do I deposit money into my account?,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5742.599899999959}",how do I deposit money into my account,0.0
cash_deposit_04.wav,1,5170.308900000009,Can I make a deposit?,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5170.302200000037}",can I make a deposit,0.0
cash_deposit_04.wav,2,5288.358800000083,Can I make a deposit?,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5288.351699999907}",can I make a deposit,0.0
cash_deposit_04.wav,3,5441.491799999994,Can I make a deposit?,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5441.481500000009}",can I make a deposit,0.0
cash_deposit_05.wav,1,5656.831000000011,"Hi, I want to deposit money into my savings account.","{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5656.821299999933}",hi I want to deposit money into my savings account,0.0
cash_deposit_05.wav,2,5896.7978000000585,"Hi, I want to deposit money into my savings account.","{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5896.790699999997}",hi I want to deposit money into my savings account,0.0
cash_deposit_05.wav,3,6387.29109999997,"Hi, I want to deposit money into my savings account.","{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6387.279300000046}",hi I want to deposit money into my savings account,0.0
cash_deposit_06.wav,1,5817.8715999999895,I'd like to make a deposit.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5817.859800000065}",I'd like to make a deposit,0.0
cash_deposit_06.wav,2,6334.412899999961,I'd like to make a deposit.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6334.396200000015}",I'd like to make a deposit,0.0
cash_deposit_06.wav,3,6096.069899999975,I'd like to make a deposit.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6096.061200000008}",I'd like to make a deposit,0.0
cash_deposit_07.wav,1,5780.685299999959,Deposit money into account.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5780.674599999998}",deposit money into account,0.0
cash_deposit_07.wav,2,5695.944999999938,Deposit money into account.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5695.934599999987}",deposit money into account,0.0
cash_deposit_07.wav,3,5865.503999999987,Deposit money into account.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5865.493300000026}",deposit money into account,0.0
cash_deposit_08.wav,1,5645.093200000019,Where can I deposit money?,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5645.084300000008}",where can I deposit money,0.0
cash_deposit_08.wav,2,5740.181899999925,Where can I deposit money?,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5740.172700000016}",where can I deposit money,0.0
cash_deposit_08.wav,3,5725.503500000059,Where can I deposit money?,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5725.492500000087}",where can I deposit money,0.0
cash_deposit_09.wav,1,5576.690099999951,How can I make a deposit?,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5576.681000000008}",how can I make a deposit,0.0
cash_deposit_09.wav,2,5579.387099999963,How can I make a deposit?,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5579.379599999925}",how can I make a deposit,0.0
cash_deposit_09.wav,3,5878.347500000018,How can I make a deposit?,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5878.33779999994}",how can I make a deposit,0.0
cash_deposit_10.wav,1,6018.059699999981,I'd like to deposit money into my account.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6018.049700000006}",I'd like to deposit money into my account,0.0
cash_deposit_10.wav,2,5811.612099999934,I'd like to deposit money into my account.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5811.601900000028}",I'd like to deposit money into my account,0.0
cash_deposit_10.wav,3,6012.501600000064,I'd like to deposit money into my account.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6012.483999999972}",I'd like to deposit money into my account,0.0
latest_transactions_01.wav,1,6260.5835000000525,I'm talking about recent transactions on my card.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6260.567899999955}",tell me about recent transactions on my card,0.25
latest_transactions_01.wav,2,6032.873300000006,I'm talking about recent transactions on my card.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6032.861700000012}",tell me about recent transactions on my card,0.25
latest_transactions_01.wav,3,6086.449899999934,I'm talking about recent transactions on my card.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6086.439100000007}",tell me about recent transactions on my card,0.25
latest_transactions_02.wav,1,5997.6861999999755,Please show me my latest transactions.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5997.6740999999265}",please show me my latest transactions,0.0
latest_transactions_02.wav,2,5957.30089999995,Please show me my latest transactions.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5957.289699999933}",please show me my latest transactions,0.0
latest_transactions_02.wav,3,6135.793100000001,Please show me my latest transactions.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6135.7823999999255}",please show me my latest transactions,0.0
latest_transactions_03.wav,1,5817.897000000016,Show me my recent transactions.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5817.886499999986}",show me my recent transactions,0.0
latest_transactions_03.wav,2,5952.503999999976,Show me my recent transactions.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5952.4922000000515}",show me my recent transactions,0.0
latest_transactions_03.wav,3,5936.398599999961,Show me my recent transactions.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5936.383699999965}",show me my recent transactions,0.0
pay_bill_01.wav,1,6273.236899999915,I'd like to make a payment on the bill.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6273.229199999946}",epic to make a payment on the bill,0.25
pay_bill_01.wav,2,6152.650799999947,I'd like to make a payment on the bill.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6152.637899999945}",epic to make a payment on the bill,0.25
pay_bill_01.wav,3,6203.92830000003,I'd like to make a payment on the bill.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6203.920700000026}",epic to make a payment on the bill,0.25
pay_bill_02.wav,1,6087.648700000045,"Hi, I want to make an online bill payment.","{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6087.633500000038}",I want to make an online bill payment,0.125
pay_bill_02.wav,2,6314.739099999997,"Hi, I want to make an online bill payment.","{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6314.728500000001}",I want to make an online bill payment,0.125
pay_bill_02.wav,3,6383.324399999992,"Hi, I want to make an online bill payment.","{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6383.312900000078}",I want to make an online bill payment,0.125
pay_bill_03.wav,1,6092.615599999931,I would like to make a bill payment.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6092.607000000044}",I would like to make a down payment,0.125
pay_bill_03.wav,2,6180.354399999942,I would like to make a bill payment.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6180.34739999996}",I would like to make a down payment,0.125
pay_bill_03.wav,3,5804.136200000016,I would like to make a bill payment.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5804.125999999997}",I would like to make a down payment,0.125
pay_bill_04.wav,1,5916.869600000041,I need to make a payment.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5916.857699999923}",I need to make a payment,0.0
pay_bill_04.wav,2,6138.467800000058,I need to make a payment.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6138.454300000035}",I need to make a payment,0.0
pay_bill_04.wav,3,5619.638399999985,I need to make a payment.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5619.630200000074}",I need to make a payment,0.0
pay_bill_05.wav,1,5658.158100000037,Make a bill payment.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5658.148399999959}",make a bill payment,0.0
pay_bill_05.wav,2,5920.756400000073,Make a bill payment.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5920.745500000066}",make a bill payment,0.0
pay_bill_05.wav,3,5605.209500000001,Make a bill payment.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5605.198200000018}",make a bill payment,0.0
pay_bill_06.wav,1,5941.7821999999205,I'd like to make a payment.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5941.770900000051}",I'd like to make a payment,0.0
pay_bill_06.wav,2,6112.731199999985,I'd like to make a payment.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6112.719499999912}",I'd like to make a payment,0.0
pay_bill_06.wav,3,5780.885500000068,I'd like to make a payment.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5780.876000000035}",I'd like to make a payment,0.0
pay_bill_07.wav,1,5648.067099999935,My bills are due.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5648.055600000021}",my bills are due,0.0
pay_bill_07.wav,2,5525.283999999942,My bills are due.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5525.273100000049}",my bills are due,0.0
pay_bill_07.wav,3,5597.373599999969,My bills are due.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5597.365800000034}",my bills are due,0.0
pay_bill_08.wav,1,5777.502700000014,I want to pay off my entire balance.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5777.490500000113}",I want to pay off my entire balance,0.0
pay_bill_08.wav,2,5747.49410000004,I want to pay off my entire balance.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5747.48180000006}",I want to pay off my entire balance,0.0
pay_bill_08.wav,3,5429.617999999891,I want to pay off my entire balance.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5429.6095999998215}",I want to pay off my entire balance,0.0
pay_bill_09.wav,1,5859.250299999985,I would like to make a payment.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5859.239200000047}",I would like to make a payment,0.0
pay_bill_09.wav,2,6146.606799999972,I would like to make a payment.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6146.596199999976}",I would like to make a payment,0.0
pay_bill_09.wav,3,5957.67079999996,I would like to make a payment.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5957.658600000059}",I would like to make a payment,0.0
pay_bill_10.wav,1,5903.690900000129,I'd like to pay my bill.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 5903.679600000032}",I'd like to pay my bill,0.0
pay_bill_10.wav,2,6013.7584999999945,I'd like to pay my bill.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6013.746899999887}",I'd like to pay my bill,0.0
pay_bill_10.wav,3,6057.265099999995,I'd like to pay my bill.,"{""model_size"": ""small"", ""device"": ""cpu"", ""latency_ms"": 6057.25399999983}",I'd like to pay my bill,0.0
