file,n_runs,mean_latency_ms,median_latency_ms,p95,p99,best_ms,worst_ms,canonical_transcript,reference,wer
latest_transactions_02.wav,3,2999.4069333333755,2994.271800002025,3023.886659998243,3026.519091997907,2976.7718000002787,3027.1771999978228,Please show me my latest transactions.,please show me my latest transactions,0.0
latest_transactions_03.wav,3,2946.022133335646,2943.5864000042784,2963.57089999874,2965.3472999982478,2928.6886000045342,2965.7913999981247,Show me my recent transactions.,show me my recent transactions,0.0
pay_bill_01.wav,3,3072.1552999990913,3078.6493999985396,3092.237329999625,3093.4451459997217,3044.069399998989,3093.747099999746,I'd like to make a payment on the bill.,epic to make a payment on the bill,0.25
pay_bill_02.wav,3,3077.8167666649097,3060.9116999985417,3114.5804999956454,3119.351059995388,3051.9949000008637,3120.5436999953235,"Hi, I want to make an online bill payment.",I want to make an online bill payment,0.125
pay_bill_03.wav,3,3018.222066665961,3001.3394999987213,3064.0444799981196,3069.618255998066,2982.3150000011083,3071.011699998053,I would like to make a bill payment.,I would like to make a down payment,0.125
pay_bill_04.wav,3,2968.4043000015663,2973.357800001395,2982.9628700004832,2983.816654000402,2947.825000002922,2984.030100000382,I need to make a payment.,I need to make a payment,0.0
pay_bill_05.wav,3,2902.0441666652914,2899.04270000261,2908.935680000286,2909.8150560000795,2897.054899993236,2910.034900000028,Make a bill payment.,make a bill payment,0.0
pay_bill_06.wav,3,3044.2229333348223,3052.8744000039296,3086.444219999248,3089.428203998832,2989.6202000018093,3090.174199998728,I'd like to make a payment.,I'd like to make a payment,0.0
pay_bill_07.wav,3,2891.9018333350928,2898.5229000027175,2909.716380001919,2910.711356001848,2866.222500000731,2910.96010000183,My bills are due.,my bills are due,0.0
pay_bill_08.wav,3,3006.0076333320467,2996.997599999304,3027.1036799967987,3029.779775996576,2990.5765000003157,3030.4487999965204,I want to pay off my entire balance.,I want to pay off my entire balance,0.0
pay_bill_09.wav,3,2988.1666666672877,2982.2962999969604,3012.836090003111,3015.550738003658,2965.9743000011076,3016.2294000037946,I would like to make a payment.,I would like to make a payment,0.0
pay_bill_10.wav,3,3029.782266666492,3055.3536000006716,3073.26486000311,3074.8569720033265,2958.738199995423,3075.2550000033807,I'd like to pay my bill.,I'd like to pay my bill,0.0
