file,n_runs,mean_latency_ms,median_latency_ms,p95,p99,best_ms,worst_ms,canonical_transcript,wer,model,reference
cash_deposit_05.wav,3,775.0559666504463,771.6101999394596,783.1266900408082,784.1503780498169,769.1513999598101,784.4063000520691,I I WANT TO DEPOSIT MONEY INTO MY SAVINGS ACCOUNT,0.1,facebook_wav2vec2-base-960h,hi I want to deposit money into my savings account
cash_deposit_06.wav,3,755.80326661778,749.3351999437436,767.5299599766731,769.1472719796002,748.5229999292642,769.551599980332,I'D LIKE TO MAKE A DEPOSIT,0.0,facebook_wav2vec2-base-960h,I'd like to make a deposit
cash_deposit_07.wav,3,773.2027333695441,771.553400089033,798.7946000648662,801.2160400627181,746.2333999574184,801.821400062181,TO PAHAT MONEY INTO ACCOUNT,0.5,facebook_wav2vec2-base-960h,deposit money into account
cash_deposit_08.wav,3,808.6218000001585,802.9392999596894,831.4684899989516,834.0044180024415,788.287700037472,834.638400003314,WHERE CAN I DEPOSIT MONEY,0.0,facebook_wav2vec2-base-960h,where can I deposit money
cash_deposit_09.wav,3,603.9498999792462,604.6840000199154,605.1183399744332,605.1569479703903,601.9990999484435,605.1665999693796,HOW CAN I MAKE A DEPOSIT,0.0,facebook_wav2vec2-base-960h,how can I make a deposit
cash_deposit_10.wav,3,812.6379334134981,818.1866001104936,821.0537300445139,821.3085860386491,798.3549000928178,821.3723000371829,I'D LIKE FOR DEPOSIT MONEY INTO MY ACCOUNT,0.125,facebook_wav2vec2-base-960h,I'd like to deposit money into my account
latest_transactions_01.wav,3,906.1416333618884,915.2853999985382,944.0785600570962,946.6379520623012,855.8617000235245,947.2778000636026,THE PAUSE ABOUT LEAPING TRANSACTION PON MY CARD,0.625,facebook_wav2vec2-base-960h,tell me about recent transactions on my card
latest_transactions_02.wav,3,706.434900018697,697.119600023143,734.3663700157776,737.677194015123,683.6802000179887,738.5049000149593,PLEASE TELL ME MY LATEST TRANSACTIONS,0.16666666666666666,facebook_wav2vec2-base-960h,please show me my latest transactions
latest_transactions_03.wav,3,638.4377666981891,638.2908000377938,648.7426799954847,649.6717359917238,627.1185000659898,649.9039999907836,SHOW ME MY RECENT TRANSACTIONS,0.0,facebook_wav2vec2-base-960h,show me my recent transactions
pay_bill_01.wav,3,814.500966691412,827.9778000432998,854.9389199819416,857.3354639764875,757.5905000558123,857.934599975124,I LIKE TO MAKE A PAYMENT ON THE BILL,0.25,facebook_wav2vec2-base-960h,epic to make a payment on the bill
pay_bill_02.wav,3,703.3744333311915,683.5820999694988,742.7663699956611,748.0271939979866,677.1988000255078,749.342399998568,I I WANT TO MAKE AN ONLINE BILL PAYMENT,0.125,facebook_wav2vec2-base-960h,I want to make an online bill payment
pay_bill_03.wav,3,822.597699977147,822.6393000222743,861.3857399090193,864.8298678989522,779.4629000127316,865.6908998964354,I WOULD LIKE TO MAKE A BILL PAYMENT,0.125,facebook_wav2vec2-base-960h,I would like to make a down payment
pay_bill_04.wav,3,644.7591666365042,640.0340999243781,660.3508799802512,662.1568159852177,631.6350999986753,662.6082999864593,I NEED TO MAKE A PAYMENT,0.0,facebook_wav2vec2-base-960h,I need to make a payment
pay_bill_05.wav,3,788.7330667193359,793.0356001015753,801.9318300532177,802.7226060489193,770.2433000085875,802.9203000478446,MAKE A BILL PAYMENT,0.0,facebook_wav2vec2-base-960h,make a bill payment
pay_bill_06.wav,3,754.3321000024056,767.6296000136063,808.4231799817644,812.049275978934,682.410900015384,812.9557999782264,I'D LIKE TO MAKE A PAYMENT,0.0,facebook_wav2vec2-base-960h,I'd like to make a payment
pay_bill_07.wav,3,441.21803327774006,444.7174998931587,447.5509699899703,447.8028339985758,431.0707999393344,447.8658000007272,MY BUILDARE DUE,0.5,facebook_wav2vec2-base-960h,my bills are due
pay_bill_08.wav,3,772.1880665825059,775.6754999281839,787.5478499103338,788.6031699087471,752.0216999109834,788.8669999083504,ONT A PAY OFF MY ENTIRE BALANCE,0.375,facebook_wav2vec2-base-960h,I want to pay off my entire balance
pay_bill_09.wav,3,497.0063000218943,500.6648999406025,510.5888400692493,511.4709680806845,478.662500041537,511.69150008354336,I WOULD LIKE TO MAKE A PAYMENT,0.0,facebook_wav2vec2-base-960h,I would like to make a payment
pay_bill_10.wav,3,717.4081666550288,709.1669999063015,738.5756700416096,741.1897740536369,701.2142000021413,741.8433000566438,I'D LIKE TO PAY MY BILL,0.0,facebook_wav2vec2-base-960h,I'd like to pay my bill
atm_limit_01.wav,3,1701.0956666587542,1667.86459996365,1788.829189981334,1799.5815979829058,1633.1527000293136,1802.2696999832988,how much money can i say l at eight pm,0.4,voskadapter,how much money can I take out at the ATM
atm_limit_02.wav,3,1499.0466999976586,1496.898900019005,1527.2753399796784,1529.9754679761827,1469.590699998662,1530.6504999753088,how much money to withdraw the a m,0.5555555555555556,voskadapter,how much money can I withdraw at the ATM
atm_limit_03.wav,3,1458.544333348982,1466.0399000858888,1483.328000025358,1484.8647200199775,1424.344199942425,1485.2489000186324,what is my limit at the hm,0.14285714285714285,voskadapter,what is my limit at the ATM
balance_01.wav,3,1497.446566664924,1498.557599959895,1515.2663699933328,1516.751593996305,1476.6592000378296,1517.122899997048,in my count bella,0.8333333333333334,voskadapter,can you see my account balance
balance_02.wav,3,1287.8831333170335,1267.2085999511182,1324.9364899937063,1330.067857997492,1265.0901000015438,1331.3506999984384,what is my account balance,0.0,voskadapter,what is my account balance
balance_03.wav,3,1286.0258333773045,1284.3820999842137,1296.5145500609651,1297.5929900677877,1275.8328000782058,1297.862600069493,show me my account balance,0.0,voskadapter,show me my account balance
balance_04.wav,3,1473.386300029233,1481.9698000792414,1511.1017199931666,1513.6912239855155,1423.8505000248551,1514.3385999836028,i would like to know what my current account balance shows,0.0,voskadapter,I would like to know what my current account balance shows
balance_05.wav,3,1237.9944000082712,1236.902600037865,1260.2308699744754,1262.3044939688407,1214.257700019516,1262.822899967432,what's my current balance,0.0,voskadapter,what's my current balance
balance_06.wav,3,1149.1882333454366,1147.8863999946043,1159.2138000181876,1160.220680020284,1139.2059000208974,1160.472400020808,account balance,0.0,voskadapter,account balance
balance_07.wav,3,1355.2807667292657,1362.3209000797942,1363.351580069866,1363.4431960689835,1340.0553000392392,1363.466100068763,show me my account balance please,0.0,voskadapter,show me my account balance please
balance_08.wav,3,1373.082666657865,1369.2246000282466,1405.8055499801412,1409.0571899758652,1340.1532999705523,1409.8700999747962,show me my account balance,0.0,voskadapter,show me my account balance
balance_09.wav,3,1764.696433286493,1748.6944999545813,1967.80399994459,1987.280399943702,1553.245299961418,1992.14949994348,it i see my account balance please,0.14285714285714285,voskadapter,can I see my account balance please
balance_10.wav,3,1705.963366626141,1657.8818999696523,1798.8774299621582,1811.410365961492,1645.464599947445,1814.5435999613253,he filled a my current account out,0.6666666666666666,voskadapter,show me my current account balance
card_issues_01.wav,3,1288.3009333551552,1296.3583000237122,1311.011200014036,1312.313680013176,1255.905200028792,1312.639300012961,one is my card declined,0.4,voskadapter,why was my card declined
card_issues_02.wav,3,1902.063366685373,1611.6128000430765,2455.6895900168456,2530.718638014514,1545.101399999112,2549.475900013931,i need help activating might cause,0.3333333333333333,voskadapter,I need help activating my scars
card_issues_03.wav,3,2034.643733330692,2030.5850999429824,2051.6842499841005,2053.5597299877554,2019.317500060424,2054.028599988669,hard not working,0.3333333333333333,voskadapter,card not working
card_issues_04.wav,3,2276.6213332458087,2199.369299924001,2447.2240799223077,2469.2556159221567,2155.7311998913065,2474.763499922119,my part of the working,0.75,voskadapter,my card isn't working
card_issues_05.wav,3,2537.74673336496,2541.3310999283567,2575.061930075753,2578.0602260888554,2493.099300074391,2578.809800092131,trying to figure out why my payment was declined,0.0,voskadapter,trying to figure out why my payment was declined
cash_deposit_01.wav,3,2512.471833305123,2526.4735999517143,2527.216639951803,2527.2826879518107,2483.642700011842,2527.2991999518126,hardaway deposit money into my account,0.375,voskadapter,how do I deposit money into my account
cash_deposit_02.wav,3,2512.9320666892454,2505.25310006924,2528.1840200186707,2530.222324014176,2502.8111999854445,2530.731900013052,would like to deposit money into my account,0.1111111111111111,voskadapter,would you like to deposit money into my account
cash_deposit_03.wav,3,2349.702500078517,2346.1484001018107,2362.2026000753976,2363.62964007305,2338.972700061277,2363.986400072463,how do i deposit money into my account,0.0,voskadapter,how do I deposit money into my account
cash_deposit_04.wav,3,2239.776633291816,2152.0395999541506,2408.901849912945,2431.7340499092825,2129.8482000129297,2437.442099908367,can i make a deposit,0.0,voskadapter,can I make a deposit
cash_deposit_05.wav,3,2781.820800000181,2787.8093000035733,2874.7549699852243,2882.4834739835933,2673.237500013784,2884.415599983185,i want deposit money into my savings account,0.2,voskadapter,hi I want to deposit money into my savings account
cash_deposit_06.wav,3,2090.3519000081965,2064.259500009939,2205.155400082004,2217.679480088409,1985.9856999246404,2220.8105000900105,i'd like to make a deposit,0.0,voskadapter,I'd like to make a deposit
cash_deposit_07.wav,3,2791.9924000355727,2780.165900010616,2843.0360300233588,2848.6244860244915,2745.7897000713274,2850.0216000247747,deposit money into account,0.0,voskadapter,deposit money into account
cash_deposit_08.wav,3,2811.855566687882,2803.972100024112,2855.124679976143,2859.671575971879,2770.786300068721,2860.808299970813,how can i deposit money,0.2,voskadapter,where can I deposit money
cash_deposit_09.wav,3,2531.788033316843,2546.866099932231,2552.503970009275,2553.005114016123,2495.3676000004634,2553.130400017835,how can i make a deposit,0.0,voskadapter,how can I make a deposit
cash_deposit_10.wav,3,3173.024733356821,3106.5833000466228,3366.715969971847,3389.8388739652,3016.871300060302,3395.6195999635383,i'd like to the power that money into my account,0.375,voskadapter,I'd like to deposit money into my account
latest_transactions_01.wav,3,3055.818566625627,3056.9998999126256,3174.833659979049,3185.307771984953,2922.529499977827,3187.926299986429,i'm wrong about recent transaction for my card,0.5,voskadapter,tell me about recent transactions on my card
latest_transactions_02.wav,3,2534.0555666868263,2424.365400103852,2818.063830025494,2853.059246018529,2315.9931999398395,2861.808100016788,please show me my latest transactions,0.0,voskadapter,please show me my latest transactions
latest_transactions_03.wav,3,2463.2565667076656,2457.524200086482,2476.80454000365,2478.518347996287,2453.298700042069,2478.9467999944463,show me my recent transactions,0.0,voskadapter,show me my recent transactions
pay_bill_01.wav,3,2533.135966669457,2727.019099984318,2935.823329980485,2954.3837059801444,1913.365000043996,2959.0237999800597,i think the make a payment on the film,0.5,voskadapter,epic to make a payment on the bill
pay_bill_02.wav,3,2303.7879000185058,2253.9405999705195,2464.345570001751,2483.048234004528,2169.6992000797763,2487.7239000052214,i want to make an online bill payment,0.0,voskadapter,I want to make an online bill payment
pay_bill_03.wav,3,2340.2322999900207,2340.2440999634564,2371.2706099497154,2374.028521948494,2305.734800058417,2374.7179999481887,i would like to make a bill payment,0.125,voskadapter,I would like to make a down payment
pay_bill_04.wav,3,1996.374299982563,2004.4159999815747,2027.002669929061,2029.0103739243928,1955.194600042887,2029.5122999232265,i need to make a payment,0.0,voskadapter,I need to make a payment
pay_bill_05.wav,3,1989.29749999661,1968.4821999398991,2029.331829969305,2034.7406859719197,1963.317400077358,2036.092899972573,make a bill payment,0.0,voskadapter,make a bill payment
pay_bill_06.wav,3,2101.9479333578297,2090.3185000643134,2129.7899800236337,2133.2985560200177,2081.3495999900624,2134.1757000191137,i'd like to make a payment,0.0,voskadapter,I'd like to make a payment
pay_bill_07.wav,3,1880.5470667236173,1875.388800050132,1900.2988200867549,1902.5130440900105,1863.185800029896,1903.066600090824,my bills or do,0.5,voskadapter,my bills are due
pay_bill_08.wav,3,2334.5358666653437,2339.1609999816865,2340.8413899946027,2340.9907579957508,2323.418500018306,2341.028099996038,wanna pay off my entire balance,0.375,voskadapter,I want to pay off my entire balance
pay_bill_09.wav,3,1959.5578666776416,1957.4392000213263,1981.3468899694271,1983.4720179648136,1937.2311000479383,1984.0032999636603,i would like to make a payment,0.0,voskadapter,I would like to make a payment
pay_bill_10.wav,3,1983.0112333099048,1977.61000005994,1997.078619943932,1998.80916393362,1972.1818999387324,1999.241799931042,i'd like to pay my bill,0.0,voskadapter,I'd like to pay my bill
atm_limit_01.wav,3,3285.3119666688144,3351.339900051244,3430.4930999991484,3437.5289399945177,3065.30809996184,3439.28789999336,How much money can I take out at the ATM?,0.0,whisperadapter,how much money can I take out at the ATM
atm_limit_02.wav,3,3268.2077332865447,3237.436799914576,3404.1210300056264,3418.93740601372,3144.544899929315,3422.641500015743,How much money can I withdraw at the ATM?,0.0,whisperadapter,how much money can I withdraw at the ATM
atm_limit_03.wav,3,3144.788866668629,3155.875299940817,3198.5524000017904,3202.34592000721,3075.197000056505,3203.294300008565,What is my limit at the ATM?,0.0,whisperadapter,what is my limit at the ATM
balance_01.wav,3,2956.7773666543267,2955.0008999649435,2997.162119974382,3000.909783975221,2913.484500022605,3001.846699975431,Can I see my count Bella?,0.5,whisperadapter,can you see my account balance
balance_02.wav,3,2769.291333310927,2761.6701000370085,2783.084789966233,2784.988317959942,2760.739699937403,2785.464199958369,What is my account balance?,0.0,whisperadapter,what is my account balance
balance_03.wav,3,2833.002800005488,2864.714900031686,2891.9272999977693,2894.3461799947545,2739.3425999907777,2894.950899994001,Show me my account balance.,0.0,whisperadapter,show me my account balance
balance_04.wav,3,3026.8805333568403,3007.1379999862984,3094.283110019751,3102.0293420227244,2969.537700060755,3103.965900023468,I would like to know what my current account balance shows.,0.0,whisperadapter,I would like to know what my current account balance shows
balance_05.wav,3,2846.7736333065354,2778.1971000367776,2972.310179960914,2989.5646759541705,2768.2454999303445,2993.8782999524847,What's my current balance?,0.0,whisperadapter,what's my current balance
balance_06.wav,3,2660.8495334318527,2675.8034001104534,2693.495420087129,2695.068044085056,2611.284000100568,2695.4612000845373,Account balance.,0.0,whisperadapter,account balance
balance_07.wav,3,2834.2034999514,2831.888999906369,2858.726729953196,2861.1123059573583,2809.012799989432,2861.708699958399,Show me my account balance please.,0.0,whisperadapter,show me my account balance please
balance_08.wav,3,2804.3552666980154,2819.4347000680864,2842.199210007675,2844.222722002305,2748.9025000249967,2844.7286000009626,Show me my account balance.,0.0,whisperadapter,show me my account balance
balance_09.wav,3,3294.6664333576337,3357.087100041099,3381.584379973356,3383.761915967334,3142.6059000659734,3384.3062999658287,Could I see my account balance please?,0.14285714285714285,whisperadapter,can I see my account balance please
balance_10.wav,3,3157.199200009927,3173.4726999420677,3357.414790056646,3373.76519806683,2920.2721000183374,3377.852800069377,You show me my current account balance.,0.16666666666666666,whisperadapter,show me my current account balance
card_issues_01.wav,3,2916.810233339978,2853.8605999201536,3112.9872500430797,3136.020730054006,2754.791000043042,3141.7791000567377,Why was my card declined?,0.0,whisperadapter,why was my card declined
card_issues_02.wav,3,2839.13003335086,2772.5785999791697,2963.7073700199835,2980.6965940236114,2759.867600048892,2984.9439000245184,I need help activating my code.,0.16666666666666666,whisperadapter,I need help activating my scars
card_issues_03.wav,3,2693.4947666401663,2676.269399933517,2769.598500011489,2777.89442001842,2624.24649996683,2779.9684000201523,Card not working.,0.0,whisperadapter,card not working
card_issues_04.wav,3,2823.589500001011,2826.5182999894023,2840.725250041578,2841.988090046216,2801.946399966255,2842.3038000473757,My card isn't working.,0.0,whisperadapter,my card isn't working
card_issues_05.wav,3,2950.232100013333,2968.2756999973208,2981.087650009431,2982.2264900105074,2899.909400031902,2982.5112000107765,trying to figure out why my payment was declined,0.0,whisperadapter,trying to figure out why my payment was declined
cash_deposit_01.wav,3,2972.564133311001,2884.446099982597,3398.3898399979807,3444.073727999348,2577.751599950716,3455.49469999969,How do I deposit money into my account?,0.0,whisperadapter,how do I deposit money into my account
cash_deposit_02.wav,3,2395.098500031357,2401.422000024468,2505.381270055659,2514.622094058432,2266.9412000104785,2516.932300059125,I would like to deposit money into my account.,0.2222222222222222,whisperadapter,would you like to deposit money into my account
cash_deposit_03.wav,3,2966.0457333472245,2929.232400027104,3065.7974100206047,3077.936522020027,2887.933499994688,3080.9713000198826,How do I deposit money into my account?,0.0,whisperadapter,how do I deposit money into my account
cash_deposit_04.wav,3,2861.05820001103,2851.58770007547,2931.764919962734,2938.891783952713,2790.913400007412,2940.673499950208,Can I make a deposit?,0.0,whisperadapter,can I make a deposit
cash_deposit_05.wav,3,3117.976566699023,3095.504500088282,3170.805340039078,3177.4987480347045,3079.253099975176,3179.172100033611,"Hi, I want to deposit money into my savings account.",0.0,whisperadapter,hi I want to deposit money into my savings account
cash_deposit_06.wav,3,2856.9269333189973,2834.1903999680653,2904.902139969636,2911.187627969776,2823.8314000191167,2912.7589999698102,I'd like to make a deposit.,0.0,whisperadapter,I'd like to make a deposit
cash_deposit_07.wav,3,2797.812199996164,2808.695300016552,2821.5173300006427,2822.6570659992285,2761.799299973063,2822.941999998875,Deposit money into account.,0.0,whisperadapter,deposit money into account
cash_deposit_08.wav,3,2859.208900015801,2829.2938000522554,2971.42107996624,2984.054615958594,2761.119900038466,2987.2129999566823,Where can I deposit money?,0.0,whisperadapter,where can I deposit money
cash_deposit_09.wav,3,2837.3248000085973,2871.648200089112,2899.012609955389,2901.4450019435026,2738.273099996149,2902.053099940531,How can I make a deposit?,0.0,whisperadapter,how can I make a deposit
cash_deposit_10.wav,3,3132.9631666109585,3140.2465999126434,3183.0440299469046,3186.84824594995,3070.843599969521,3187.7992999507114,I'd like to deposit money into my account.,0.0,whisperadapter,I'd like to deposit money into my account
latest_transactions_01.wav,3,2980.5911333144954,2985.191599931568,3010.885610070545,3013.1695220828988,2942.841299925931,3013.740500085987,I'm talking about recent transactions on my card.,0.25,whisperadapter,tell me about recent transactions on my card
latest_transactions_02.wav,3,2804.3638666858897,2788.278399966657,2845.618209987879,2850.715081989765,2772.823900100775,2851.9892999902368,Please show me my latest transactions.,0.0,whisperadapter,please show me my latest transactions
latest_transactions_03.wav,3,2825.7524333506203,2836.677100043744,2871.3058600085787,2874.383972005453,2765.426700003445,2875.1535000046715,Show me my recent transactions.,0.0,whisperadapter,show me my recent transactions
pay_bill_01.wav,3,3095.101300006112,3099.7871999861677,3120.5843100324278,3122.4329420365398,3062.6215999946,3122.8951000375678,I'd like to make a payment on the bill.,0.25,whisperadapter,epic to make a payment on the bill
pay_bill_02.wav,3,3077.865566670274,3077.0077999914065,3147.178729961161,3153.416145958472,3001.613400061615,3154.9754999578,"Hi, I want to make an online bill payment.",0.125,whisperadapter,I want to make an online bill payment
pay_bill_03.wav,3,3015.020333346911,3008.379100007005,3041.1381099838763,3044.0500219818205,2991.903900052421,3044.7779999813065,I would like to make a bill payment.,0.125,whisperadapter,I would like to make a down payment
pay_bill_04.wav,3,3521.1359333091727,2932.166400016285,4700.434650003444,4857.614050002303,2734.3324999092147,4896.908900002018,I need to make a payment.,0.0,whisperadapter,I need to make a payment
pay_bill_05.wav,3,5758.869466682275,5787.615300039761,5840.298870019615,5844.981854017824,5642.840499989688,5846.152600017376,Make a bill payment.,0.0,whisperadapter,make a bill payment
pay_bill_06.wav,3,2715.612100010427,2250.5374000174925,3538.8964900397696,3653.4172980417497,2214.2513999715447,3682.047500042245,I'd like to make a payment.,0.0,whisperadapter,I'd like to make a payment
pay_bill_07.wav,3,2061.409200037209,2051.8581001088023,2097.948000067845,2102.0448800642043,2029.3003999395296,2103.069100063294,My bills are due.,0.0,whisperadapter,my bills are due
pay_bill_08.wav,3,3435.229866687829,2459.066800074652,5179.943379992619,5421.799075985327,2364.359800005332,5482.262999983504,I want to pay off my entire balance.,0.0,whisperadapter,I want to pay off my entire balance
pay_bill_09.wav,3,6232.081333330522,6196.733999997377,6328.542780026328,6340.259116028901,6156.321799964644,6343.1882000295445,I would like to make a payment.,0.0,whisperadapter,I would like to make a payment
pay_bill_10.wav,3,6003.587800000484,5864.099699887447,6256.703820067924,6291.601964083966,5846.337200026028,6300.3265000879765,I'd like to pay my bill.,0.0,whisperadapter,I'd like to pay my bill
atm_limit_01.wav,3,6278.59056663389,6309.861599933356,6328.362989996094,6330.007558001671,6195.491399965249,6330.418700003065,How much money can I take out at the ATM?,0.0,whisper_greedy,how much money can I take out at the ATM
atm_limit_02.wav,3,6492.963900013517,6481.667199986987,6608.783470012713,6620.082694015,6374.317000037991,6622.907500015572,How much money can I withdraw at the ATM?,0.0,whisper_greedy,how much money can I withdraw at the ATM
atm_limit_03.wav,3,5906.132233329117,5971.624500001781,5978.714609926101,5979.344841919374,5767.269800067879,5979.502399917692,What is my limit at the ATM?,0.0,whisper_greedy,what is my limit at the ATM
balance_01.wav,3,5843.255699961446,5879.838399938308,5888.973850035109,5889.785890043713,5759.939799900167,5889.988900045864,Can I see my count Bella?,0.5,whisper_greedy,can you see my account balance
balance_02.wav,3,5997.226266656071,6018.071600003168,6129.318799998146,6139.207439997699,5831.927599967457,6141.679599997588,What is my account balance?,0.0,whisper_greedy,what is my account balance
balance_03.wav,3,6056.577966626112,6115.4571999795735,6172.12254999904,6177.15947000077,5875.857999897562,6178.4187000012025,Show me my account balance.,0.0,whisper_greedy,show me my account balance
balance_04.wav,3,6497.519833346208,6494.597600074485,6602.991260029376,6612.626252025366,6382.926899939776,6615.035000024363,I would like to know what my current account balance shows.,0.0,whisper_greedy,I would like to know what my current account balance shows
balance_05.wav,3,5966.516300026949,5894.890600000508,6105.479350069072,6124.198350075167,5875.780200003646,6128.87810007669,What's my current balance?,0.0,whisper_greedy,what's my current balance
balance_06.wav,3,5691.835899992536,5686.593200080097,5717.589109938126,5720.344301925506,5667.881399975158,5721.033099922352,Account balance.,0.0,whisper_greedy,account balance
balance_07.wav,3,6017.4402000072105,6090.457899961621,6113.070039998274,6115.080008001532,5846.280200057663,6115.582500002347,Show me my account balance please.,0.0,whisper_greedy,show me my account balance please
balance_08.wav,3,6031.725666679752,6016.376500017941,6059.951710002497,6063.825062001124,6014.007100020535,6064.793400000781,Show me my account balance.,0.0,whisper_greedy,show me my account balance
balance_09.wav,3,5986.322733340785,5934.623000095598,6126.468889939133,6143.521857925225,5876.560100005008,6147.785099921748,Could I see my account balance please?,0.14285714285714285,whisper_greedy,can I see my account balance please
balance_10.wav,3,5918.949833333802,5973.170800018124,6021.034239965957,6025.28876796132,5757.326300023124,6026.35239996016,You show me my current account balance.,0.16666666666666666,whisper_greedy,show me my current account balance
card_issues_01.wav,3,5799.06113333224,5832.014699932188,5867.112900014035,5870.232740021311,5694.156000041403,5871.01270002313,Why was my card declined?,0.0,whisper_greedy,why was my card declined
card_issues_02.wav,3,6027.030466706492,6044.240000075661,6086.217710049823,6089.949062047526,5945.969499996863,6090.881900046952,I need help activating my code.,0.16666666666666666,whisper_greedy,I need help activating my scars
card_issues_03.wav,3,5782.939599982153,5740.979499998502,5899.651749955956,5913.755949952174,5690.557299996726,5917.2819999512285,Card not working.,0.0,whisper_greedy,card not working
