file,run,latency_ms,transcript,meta,reference,wer,model
cash_deposit_05.wav,1,771.6101999394596,I I WANT TO DEPOSIT MONEY INTO MY SAVINGS ACCOUNT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 771.5815999545157}",hi I want to deposit money into my savings account,0.1,facebook_wav2vec2-base-960h
cash_deposit_05.wav,2,784.4063000520691,I I WANT TO DEPOSIT MONEY INTO MY SAVINGS ACCOUNT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 784.3753999331966}",hi I want to deposit money into my savings account,0.1,facebook_wav2vec2-base-960h
cash_deposit_05.wav,3,769.1513999598101,I I WANT TO DEPOSIT MONEY INTO MY SAVINGS ACCOUNT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 769.1205999581143}",hi I want to deposit money into my savings account,0.1,facebook_wav2vec2-base-960h
cash_deposit_06.wav,1,748.5229999292642,I'D LIKE TO MAKE A DEPOSIT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 748.4911999199539}",I'd like to make a deposit,0.0,facebook_wav2vec2-base-960h
cash_deposit_06.wav,2,769.551599980332,I'D LIKE TO MAKE A DEPOSIT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 769.5148000493646}",I'd like to make a deposit,0.0,facebook_wav2vec2-base-960h
cash_deposit_06.wav,3,749.3351999437436,I'D LIKE TO MAKE A DEPOSIT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 749.2997000226751}",I'd like to make a deposit,0.0,facebook_wav2vec2-base-960h
cash_deposit_07.wav,1,746.2333999574184,TO PAHAT MONEY INTO ACCOUNT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 746.2044000858441}",deposit money into account,0.5,facebook_wav2vec2-base-960h
cash_deposit_07.wav,2,771.553400089033,TO PAHAT MONEY INTO ACCOUNT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 771.52039995417}",deposit money into account,0.5,facebook_wav2vec2-base-960h
cash_deposit_07.wav,3,801.821400062181,TO PAHAT MONEY INTO ACCOUNT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 801.790300058201}",deposit money into account,0.5,facebook_wav2vec2-base-960h
cash_deposit_08.wav,1,788.287700037472,WHERE CAN I DEPOSIT MONEY,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 788.2567000342533}",where can I deposit money,0.0,facebook_wav2vec2-base-960h
cash_deposit_08.wav,2,834.638400003314,WHERE CAN I DEPOSIT MONEY,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 834.604199975729}",where can I deposit money,0.0,facebook_wav2vec2-base-960h
cash_deposit_08.wav,3,802.9392999596894,WHERE CAN I DEPOSIT MONEY,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 802.9080000706017}",where can I deposit money,0.0,facebook_wav2vec2-base-960h
cash_deposit_09.wav,1,605.1665999693796,HOW CAN I MAKE A DEPOSIT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 605.1322999410331}",how can I make a deposit,0.0,facebook_wav2vec2-base-960h
cash_deposit_09.wav,2,604.6840000199154,HOW CAN I MAKE A DEPOSIT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 604.6521000098437}",how can I make a deposit,0.0,facebook_wav2vec2-base-960h
cash_deposit_09.wav,3,601.9990999484435,HOW CAN I MAKE A DEPOSIT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 601.9697000738233}",how can I make a deposit,0.0,facebook_wav2vec2-base-960h
cash_deposit_10.wav,1,818.1866001104936,I'D LIKE FOR DEPOSIT MONEY INTO MY ACCOUNT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 818.152799969539}",I'd like to deposit money into my account,0.125,facebook_wav2vec2-base-960h
cash_deposit_10.wav,2,821.3723000371829,I'D LIKE FOR DEPOSIT MONEY INTO MY ACCOUNT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 821.3386998977512}",I'd like to deposit money into my account,0.125,facebook_wav2vec2-base-960h
cash_deposit_10.wav,3,798.3549000928178,I'D LIKE FOR DEPOSIT MONEY INTO MY ACCOUNT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 798.3240999747068}",I'd like to deposit money into my account,0.125,facebook_wav2vec2-base-960h
latest_transactions_01.wav,1,915.2853999985382,THE PAUSE ABOUT LEAPING TRANSACTION PON MY CARD,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 915.2457999298349}",tell me about recent transactions on my card,0.625,facebook_wav2vec2-base-960h
latest_transactions_01.wav,2,947.2778000636026,THE PAUSE ABOUT LEAPING TRANSACTION PON MY CARD,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 947.2279000328854}",tell me about recent transactions on my card,0.625,facebook_wav2vec2-base-960h
latest_transactions_01.wav,3,855.8617000235245,THE PAUSE ABOUT LEAPING TRANSACTION PON MY CARD,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 855.8198999380693}",tell me about recent transactions on my card,0.625,facebook_wav2vec2-base-960h
latest_transactions_02.wav,1,738.5049000149593,PLEASE TELL ME MY LATEST TRANSACTIONS,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 738.4667000733316}",please show me my latest transactions,0.1666666666666666,facebook_wav2vec2-base-960h
latest_transactions_02.wav,2,683.6802000179887,PLEASE TELL ME MY LATEST TRANSACTIONS,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 683.6305999895558}",please show me my latest transactions,0.1666666666666666,facebook_wav2vec2-base-960h
latest_transactions_02.wav,3,697.119600023143,PLEASE TELL ME MY LATEST TRANSACTIONS,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 697.0803999574855}",please show me my latest transactions,0.1666666666666666,facebook_wav2vec2-base-960h
latest_transactions_03.wav,1,649.9039999907836,SHOW ME MY RECENT TRANSACTIONS,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 649.8472000239417}",show me my recent transactions,0.0,facebook_wav2vec2-base-960h
latest_transactions_03.wav,2,638.2908000377938,SHOW ME MY RECENT TRANSACTIONS,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 638.2544999942183}",show me my recent transactions,0.0,facebook_wav2vec2-base-960h
latest_transactions_03.wav,3,627.1185000659898,SHOW ME MY RECENT TRANSACTIONS,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 627.0831000292674}",show me my recent transactions,0.0,facebook_wav2vec2-base-960h
pay_bill_01.wav,1,757.5905000558123,I LIKE TO MAKE A PAYMENT ON THE BILL,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 757.552900002338}",epic to make a payment on the bill,0.25,facebook_wav2vec2-base-960h
pay_bill_01.wav,2,827.9778000432998,I LIKE TO MAKE A PAYMENT ON THE BILL,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 827.9377999715507}",epic to make a payment on the bill,0.25,facebook_wav2vec2-base-960h
pay_bill_01.wav,3,857.934599975124,I LIKE TO MAKE A PAYMENT ON THE BILL,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 857.8981999307871}",epic to make a payment on the bill,0.25,facebook_wav2vec2-base-960h
pay_bill_02.wav,1,677.1988000255078,I I WANT TO MAKE AN ONLINE BILL PAYMENT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 677.1581000648439}",I want to make an online bill payment,0.125,facebook_wav2vec2-base-960h
pay_bill_02.wav,2,683.5820999694988,I I WANT TO MAKE AN ONLINE BILL PAYMENT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 683.5347000742331}",I want to make an online bill payment,0.125,facebook_wav2vec2-base-960h
pay_bill_02.wav,3,749.342399998568,I I WANT TO MAKE AN ONLINE BILL PAYMENT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 749.3035000516102}",I want to make an online bill payment,0.125,facebook_wav2vec2-base-960h
pay_bill_03.wav,1,822.6393000222743,I WOULD LIKE TO MAKE A BILL PAYMENT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 822.5907000014558}",I would like to make a down payment,0.125,facebook_wav2vec2-base-960h
pay_bill_03.wav,2,779.4629000127316,I WOULD LIKE TO MAKE A BILL PAYMENT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 779.4287001015618}",I would like to make a down payment,0.125,facebook_wav2vec2-base-960h
pay_bill_03.wav,3,865.6908998964354,I WOULD LIKE TO MAKE A BILL PAYMENT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 865.6524000689387}",I would like to make a down payment,0.125,facebook_wav2vec2-base-960h
pay_bill_04.wav,1,640.0340999243781,I NEED TO MAKE A PAYMENT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 639.9963999865577}",I need to make a payment,0.0,facebook_wav2vec2-base-960h
pay_bill_04.wav,2,662.6082999864593,I NEED TO MAKE A PAYMENT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 662.5702999299392}",I need to make a payment,0.0,facebook_wav2vec2-base-960h
