file_name,language_variety,lang_id,intent_id,intent,transcript,english_transcription,duration,sample_rate,channels,frames,audio_container,audio_subtype,source_index,dataset_path,source_path,sha256,dataset_revision,duration_bucket,is_short_le_4s,source_sha256,source_sample_rate,source_channels,source_frames,source_duration,source_audio_format,source_audio_subtype,audio_format,resampled,downmixed_to_mono
en-AU_abroad_0011.wav,en-AU,2,0,abroad,I'm going overseas and I need to check my credit card works ok but ok overseas,I'm going overseas and I need to check my credit card works ok but ok overseas,8.52,16000,1,136320,WAV,PCM_16,250,en-AU~ABROAD/CAddd9b9c6cf49f2f1618bbb04498062e7_1.wav,en-AU~ABROAD/CAddd9b9c6cf49f2f1618bbb04498062e7_1.wav,54e97a704e71314df41823afa9da3c3abfa5d070b266f02cbaa452442fc60ab0,40ce77cb32a384e4d50a568e1ec39ac804019d33,>8 s,False,5a8deee071f86ccf5403d51c30410ef857dcb8062112e189a347bae218941a70,8000,1,68160,8.52,WAV,ULAW,WAV,True,False
en-AU_abroad_0012.wav,en-AU,2,0,abroad,I've got a card from my bank and I need a card abroad I was wondering if I can pay for things when I'm in America,I've got a card from my bank and I need a card abroad I was wondering if I can pay for things when I'm in America,8.56,16000,1,136960,WAV,PCM_16,251,en-AU~ABROAD/CAb641094e2fde78f2572bc5162df85f3a_1.wav,en-AU~ABROAD/CAb641094e2fde78f2572bc5162df85f3a_1.wav,57f1417819290cec03c7322159e4359b94ad0337326cb1d865cc3517fee43f9c,40ce77cb32a384e4d50a568e1ec39ac804019d33,>8 s,False,ef323e59d7e163e75039e2bc4c89860f03714a718a6440ca28626c10f8b15ce9,8000,1,68480,8.56,WAV,ULAW,WAV,True,False
en-AU_abroad_0013.wav,en-AU,2,0,abroad,hi I'm a customer of your bank and I'm planning to travel to America shortly and I just need you to confirm will my card work overseas,hi I'm a customer of your bank and I'm planning to travel to America shortly and I just need you to confirm will my card work overseas,13.42,16000,1,214720,WAV,PCM_16,252,en-AU~ABROAD/CA2639c6f58a068771895673cad0d2123b_3.wav,en-AU~ABROAD/CA2639c6f58a068771895673cad0d2123b_3.wav,d53d363c4afe72046d378128a70dd9e3dfac5dcb7d6c5b7ea020731d8589e2c6,40ce77cb32a384e4d50a568e1ec39ac804019d33,>8 s,False,fa378954ed77b2d3d239c2a3200fe4ae70657a9950014f3eceb3fafb4355a6a9,8000,1,107360,13.42,WAV,ULAW,WAV,True,False
en-AU_abroad_0014.wav,en-AU,2,0,abroad,hi yep so I moved house and I wanted to change my address,hi yep so I moved house and I wanted to change my address,10.16,16000,1,162560,WAV,PCM_16,253,en-AU~ABROAD/CA-ASTERISK-CA3baa82f16185e47970b9ce3fb2d07122_1.wav,en-AU~ABROAD/CA-ASTERISK-CA3baa82f16185e47970b9ce3fb2d07122_1.wav,22103cb1c750485ea5e13eeda6d82625572833093e80158888b65cf8191ef651,40ce77cb32a384e4d50a568e1ec39ac804019d33,>8 s,False,9521971e5857aaaa3e25dea7558751dbee48b0ac6cf4d2ca56bc9c99698e58ed,8000,1,81280,10.16,WAV,ULAW,WAV,True,False
en-AU_abroad_0015.wav,en-AU,2,0,abroad,hi there I've got don't card and I was wondering whether this card works,hi there I've got don't card and I was wondering whether this card works,15.56,16000,1,248960,WAV,PCM_16,254,en-AU~ABROAD/CA775bb87351dfbaa9a4c8709318bdde0d_2.wav,en-AU~ABROAD/CA775bb87351dfbaa9a4c8709318bdde0d_2.wav,59106b9a867539c5cd8ba7693560d1614b49e680d96fff9c3688a78c2d779c8b,40ce77cb32a384e4d50a568e1ec39ac804019d33,>8 s,False,49b85b81ef532a97fe9b07ed1d56b54368f9bcede913295840e38d0fd5587c12,8000,1,124480,15.56,WAV,ULAW,WAV,True,False
en-AU_abroad_0016.wav,en-AU,2,0,abroad,hi I wanted to know whether I can use my card Abroad,hi I wanted to know whether I can use my card Abroad,6.74,16000,1,107840,WAV,PCM_16,255,en-AU~ABROAD/CA254417248a1cea8dc189d21e07cfbc69_1.wav,en-AU~ABROAD/CA254417248a1cea8dc189d21e07cfbc69_1.wav,62bc9ce169c573dbd8e2c87a5e38a16f82c06f8e40f6af792217791ed6cf9cf8,40ce77cb32a384e4d50a568e1ec39ac804019d33,>4–8 s,False,eddfc3ba114dff5911c4860e02161ef48159d5f87497ceabe4b3d896c81f003e,8000,1,53920,6.74,WAV,ULAW,WAV,True,False
en-AU_abroad_0017.wav,en-AU,2,0,abroad,hi I have a card I want to know whether it works overseas but I'm going on vacation,hi I have a card I want to know whether it works overseas but I'm going on vacation,11.06,16000,1,176960,WAV,PCM_16,256,en-AU~ABROAD/CA13985a5f8c55d077c20da7c29ff18668_2.wav,en-AU~ABROAD/CA13985a5f8c55d077c20da7c29ff18668_2.wav,16de99cdb9bf2471679e76316964baf322e0fde7f07e4459801972f5fc5b8851,40ce77cb32a384e4d50a568e1ec39ac804019d33,>8 s,False,4dcccb9295f2bf0a6b04e1ee66a573845f2063bc9326e7994d32777fae3929ae,8000,1,88480,11.06,WAV,ULAW,WAV,True,False
en-AU_abroad_0018.wav,en-AU,2,0,abroad,I'm travelling to America and ID like to use my card over there,I'm travelling to America and ID like to use my card over there,7.4,16000,1,118400,WAV,PCM_16,257,en-AU~ABROAD/CA5c9378c6c70d7b37ae18aa8b52c5d588_2.wav,en-AU~ABROAD/CA5c9378c6c70d7b37ae18aa8b52c5d588_2.wav,03311c417388165f8adf1811cb6d1e45ba781ac2ec72788a5db73b7810b75f06,40ce77cb32a384e4d50a568e1ec39ac804019d33,>4–8 s,False,dbab16c24018c74ad99089e57035b7c7e05bb11b945b16f62065fcaaf466a74a,8000,1,59200,7.4,WAV,ULAW,WAV,True,False
en-AU_abroad_0019.wav,en-AU,2,0,abroad,hi I'm I'm looking at going on a holiday soon and I'm just looking to check if my card work overseas,hi I'm I'm looking at going on a holiday soon and I'm just looking to check if my card work overseas,12.2,16000,1,195200,WAV,PCM_16,258,en-AU~ABROAD/CA141c00a98086553e39daf471e454a7bf_4.wav,en-AU~ABROAD/CA141c00a98086553e39daf471e454a7bf_4.wav,1a0fec495aa057de8f32fb54091235f19938377087808029646c39ef0b363555,40ce77cb32a384e4d50a568e1ec39ac804019d33,>8 s,False,a66763e0363ddedb8ec6e92f975fe6301282d624e13f903c50e1c1e41247e30b,8000,1,97600,12.2,WAV,ULAW,WAV,True,False
en-AU_abroad_0020.wav,en-AU,2,0,abroad,high demands an and I'm going to be travelling to Vietnam in about 2 months time I just received my new card and I just wanted to know where I can use overseas and what the fees will be whether I'll be charged anything thank you,high demands an and I'm going to be travelling to Vietnam in about 2 months time I just received my new card and I just wanted to know where I can use overseas and what the fees will be whether I'll be charged anything thank you,18.84,16000,1,301440,WAV,PCM_16,259,en-AU~ABROAD/CAbb9806ce9a496896a032b231a0179596_3.wav,en-AU~ABROAD/CAbb9806ce9a496896a032b231a0179596_3.wav,957ed7397686b525677ea311bec00fe372bcb28173723379e94ba7ca6d28e3ac,40ce77cb32a384e4d50a568e1ec39ac804019d33,>8 s,False,fabbb8733b7e5e590324820a476a0b9ae28fde17295d8e8e994ac7c2be28045b,8000,1,150720,18.84,WAV,ULAW,WAV,True,False
en-AU_abroad_0021.wav,en-AU,2,0,abroad,yes I'm I wouldn't know if I can use my credit card when I'm overseas please,yes I'm I wouldn't know if I can use my credit card when I'm overseas please,7.6,16000,1,121600,WAV,PCM_16,260,en-AU~ABROAD/CAbc5fd8902ba4583afc802598654fe3e6_7.wav,en-AU~ABROAD/CAbc5fd8902ba4583afc802598654fe3e6_7.wav,b5012416aad8a07644189c5fb539bbc4041a94dfa249fedf289b9582102d391f,40ce77cb32a384e4d50a568e1ec39ac804019d33,>4–8 s,False,8b6bfdd72db9c070e3ad219f14674eb88967c197fc4806182f6c734b12bbc24c,8000,1,60800,7.6,WAV,ULAW,WAV,True,False
en-AU_abroad_0022.wav,en-AU,2,0,abroad,hi I'm going on holiday to America and I would like to know if I can use my card to pay for things while I'm there,hi I'm going on holiday to America and I would like to know if I can use my card to pay for things while I'm there,12.46,16000,1,199360,WAV,PCM_16,261,en-AU~ABROAD/CA08b0a7ec234559454751fd8dde59ba7a_3.wav,en-AU~ABROAD/CA08b0a7ec234559454751fd8dde59ba7a_3.wav,b0bd0d8200a9972b291fa22110eef70b101ae776c01c21066a61c3a66da0350b,40ce77cb32a384e4d50a568e1ec39ac804019d33,>8 s,False,87e3ed610327606b187c1ec55f113af6be5fab5bc0698cc0660e0ec639732550,8000,1,99680,12.46,WAV,ULAW,WAV,True,False
en-AU_abroad_0023.wav,en-AU,2,0,abroad,I'm just calling to find out if my card is going to work overseas,I'm just calling to find out if my card is going to work overseas,15.82,16000,1,253120,WAV,PCM_16,262,en-AU~ABROAD/CA92a29dc5597ae149a6ea423067dc84b1_3.wav,en-AU~ABROAD/CA92a29dc5597ae149a6ea423067dc84b1_3.wav,6821091ff7f5d0da41a63737cdde7eaa8fc20d9338fe6b66d8e553ef1121ed73,40ce77cb32a384e4d50a568e1ec39ac804019d33,>8 s,False,f623c95589b8f649a54c1af998f15abb573818c206cc29c20d6d0dd8b8a855c4,8000,1,126560,15.82,WAV,ULAW,WAV,True,False
en-AU_abroad_0024.wav,en-AU,2,0,abroad,can I can I use my card when I'm in America,can I can I use my card when I'm in America,8.94,16000,1,143040,WAV,PCM_16,263,en-AU~ABROAD/CA9f4ad3056ee9c6bfb84ccf50dc21bfa4_9.wav,en-AU~ABROAD/CA9f4ad3056ee9c6bfb84ccf50dc21bfa4_9.wav,1a9718f8571bfaaa9970eccb0abc58de84bf52d25bed0693a950a252a7851989,40ce77cb32a384e4d50a568e1ec39ac804019d33,>8 s,False,89e4aa1e0753f0b8b7d421782ff200f30ab260ee35ca106ef303c238d6fa4474,8000,1,71520,8.94,WAV,ULAW,WAV,True,False
en-AU_abroad_0025.wav,en-AU,2,0,abroad,I need to use my card when I'm going overseas,I need to use my card when I'm going overseas,6.78,16000,1,108480,WAV,PCM_16,264,en-AU~ABROAD/CA9f4ad3056ee9c6bfb84ccf50dc21bfa4_8.wav,en-AU~ABROAD/CA9f4ad3056ee9c6bfb84ccf50dc21bfa4_8.wav,d60503388e0065c40e28b843bce7cd622da715ef206d90080eb5575a0ce6809c,40ce77cb32a384e4d50a568e1ec39ac804019d33,>4–8 s,False,a0fd6d4a9b07c87f09af1eca854fff13a822f946059f96fd525d1b2516285b4a,8000,1,54240,6.78,WAV,ULAW,WAV,True,False
en-AU_abroad_0026.wav,en-AU,2,0,abroad,got payment going out tomorrow I'm going to amend the amount to do that,got payment going out tomorrow I'm going to amend the amount to do that,9.72,16000,1,155520,WAV,PCM_16,265,en-AU~ABROAD/CA7d17b9c2eea4bd151d135f72c19e3460_3.wav,en-AU~ABROAD/CA7d17b9c2eea4bd151d135f72c19e3460_3.wav,2409a976ce06c2b3b625a99e42e3f02da07037c8875be9ef01da497dbc0ca400,40ce77cb32a384e4d50a568e1ec39ac804019d33,>8 s,False,4e76601f8c44424a6e9cc6945e1889373755ef3bfda213c02168fa5a040a2c85,8000,1,77760,9.72,WAV,ULAW,WAV,True,False
en-AU_abroad_0027.wav,en-AU,2,0,abroad,need to get some travel advice,need to get some travel advice,4.1,16000,1,65600,WAV,PCM_16,266,en-AU~ABROAD/CA7d17b9c2eea4bd151d135f72c19e3460_1.wav,en-AU~ABROAD/CA7d17b9c2eea4bd151d135f72c19e3460_1.wav,9fb76139b7640d821c09f309bcc08bfc8846babde07c0d0ca7c55429690dbdaf,40ce77cb32a384e4d50a568e1ec39ac804019d33,>4–8 s,True,75336ee4fe635e38a33598a375840e2c441b8a142c0af7c7e18222fa9a2fcd42,8000,1,32800,4.1,WAV,ULAW,WAV,True,False
en-AU_abroad_0028.wav,en-AU,2,0,abroad,I'm about to travel in 2 weeks and I want to know if I'll be able to use my card,I'm about to travel in 2 weeks and I want to know if I'll be able to use my card,15.6,16000,1,249600,WAV,PCM_16,267,en-AU~ABROAD/CA007d41c9f78ab53ee7ee7668bc21dea7_1.wav,en-AU~ABROAD/CA007d41c9f78ab53ee7ee7668bc21dea7_1.wav,b66e31969e461802e048f74a3e36af11ffd45e588064545be7324a9cfe971e91,40ce77cb32a384e4d50a568e1ec39ac804019d33,>8 s,False,99af8c9d5e068045e76aa4d98f7caab8ee476de32f1e749df1cfe6dc3c900a4f,8000,1,124800,15.6,WAV,ULAW,WAV,True,False
en-AU_abroad_0029.wav,en-AU,2,0,abroad,oh hi there I want to find out if the card I've got from the bank can work when I'm overseas,oh hi there I want to find out if the card I've got from the bank can work when I'm overseas,9.32,16000,1,149120,WAV,PCM_16,268,en-AU~ABROAD/CAd08cf13bb12ed87a32dcfa013f6c40af_1.wav,en-AU~ABROAD/CAd08cf13bb12ed87a32dcfa013f6c40af_1.wav,b710c24e7290e363170a7bf4ff33a97c2c807563eea246ac7193642a780e2851,40ce77cb32a384e4d50a568e1ec39ac804019d33,>8 s,False,45e0ac500113870aeb2557c4d40080cc19efa51d3271e7030b2efa3439df4e9d,8000,1,74560,9.32,WAV,ULAW,WAV,True,False
en-AU_abroad_0030.wav,en-AU,2,0,abroad,I wanted to change my address,I wanted to change my address,4.24,16000,1,67840,WAV,PCM_16,269,en-AU~ABROAD/CA-ASTERISK-CA1e5a273aaf0fb7ae67c42375ecbfd805_1.wav,en-AU~ABROAD/CA-ASTERISK-CA1e5a273aaf0fb7ae67c42375ecbfd805_1.wav,1bc30c2c5c7f1e93512c82a338b9216d2b16211db41df0a035da9e26dc216a42,40ce77cb32a384e4d50a568e1ec39ac804019d33,>4–8 s,True,6908e80c639315340349a0199072e0f8ef5841e9e585cea25253fde4923dd859,8000,1,33920,4.24,WAV,ULAW,WAV,True,False
en-AU_abroad_0031.wav,en-AU,2,0,abroad,are hi I am travelling overseas and I'm hoping to use my my car while I'm over there as want to find out whether there's anything I had to do to activate the card so work over for you,are hi I am travelling overseas and I'm hoping to use my my car while I'm over there as want to find out whether there's anything I had to do to activate the card so work over for you,20.42,16000,1,326720,WAV,PCM_16,270,en-AU~ABROAD/CAf13e2cb38dcad2bc51e0b309cbf36511_2.wav,en-AU~ABROAD/CAf13e2cb38dcad2bc51e0b309cbf36511_2.wav,69c4687df3605af0ee115d233df5be1df357c2b932e726f928f0c473c8ada108,40ce77cb32a384e4d50a568e1ec39ac804019d33,>8 s,False,47129c247fab795cfee9b21527e01ae8ee762d6511dcc7ebef485857b7f0f46c,8000,1,163360,20.42,WAV,ULAW,WAV,True,False
en-AU_abroad_0032.wav,en-AU,2,0,abroad,I need to know what's like my bank I can work overseas,I need to know what's like my bank I can work overseas,16.84,16000,1,269440,WAV,PCM_16,271,en-AU~ABROAD/CAd699bf635de6f253efd27259367c744f_2.wav,en-AU~ABROAD/CAd699bf635de6f253efd27259367c744f_2.wav,41c156fae9a6a2dc190cfb5d6fe7f0681cefc89e409a45998256300485b3b618,40ce77cb32a384e4d50a568e1ec39ac804019d33,>8 s,False,e887741f9384cf131d7a447f462153e037104e2ff984dbc9535f14031d2d8dc8,8000,1,134720,16.84,WAV,ULAW,WAV,True,False
en-AU_abroad_0033.wav,en-AU,2,0,abroad,I need to be able to use my card when I go overseas,I need to be able to use my card when I go overseas,17.64,16000,1,282240,WAV,PCM_16,272,en-AU~ABROAD/CA66f3abe84d740c779addd673b3a27537_3.wav,en-AU~ABROAD/CA66f3abe84d740c779addd673b3a27537_3.wav,92c4b11c46179a6567bb5696c293d3a9674e79a2131bf7659ff709962d547ee6,40ce77cb32a384e4d50a568e1ec39ac804019d33,>8 s,False,4f39f5dde1de9a47d47d0487034894dad1faba3c15e96a1f41d27357accbca77,8000,1,141120,17.64,WAV,ULAW,WAV,True,False
en-AU_abroad_0034.wav,en-AU,2,0,abroad,I need my card to work Abroad,I need my card to work Abroad,6.86,16000,1,109760,WAV,PCM_16,273,en-AU~ABROAD/CA63219acaee54a906a4522e1536f3ce36_2.wav,en-AU~ABROAD/CA63219acaee54a906a4522e1536f3ce36_2.wav,593e8320309e33f99f8c5becfc013d2e0a5abcc9806995443f8b407fff662edd,40ce77cb32a384e4d50a568e1ec39ac804019d33,>4–8 s,False,532c4ff078ebb88c129b859c8cfbb75ee8ef642fe925a76ccaf95427a911dfd5,8000,1,54880,6.86,WAV,ULAW,WAV,True,False
en-AU_abroad_0035.wav,en-AU,2,0,abroad,hi I'm going overseas for holiday just wondering if I'll be able to use my debit card while overseas if it'll work,hi I'm going overseas for holiday just wondering if I'll be able to use my debit card while overseas if it'll work,17.28,16000,1,276480,WAV,PCM_16,274,en-AU~ABROAD/CAdfade0bbf3daaf300169299cfb34509e_2.wav,en-AU~ABROAD/CAdfade0bbf3daaf300169299cfb34509e_2.wav,cfa89ad14a412a0577deec3fc01d6904973427fdbfa543fe9bbec64098d0f290,40ce77cb32a384e4d50a568e1ec39ac804019d33,>8 s,False,85316fbd6b642a885327d07690fb70868dfcfe0bccbb0f1398b33e405c0001e3,8000,1,138240,17.28,WAV,ULAW,WAV,True,False
en-AU_address_0001.wav,en-AU,2,1,address,I will like to change my address,I will like to change my address,4.693375,16000,1,75094,WAV,PCM_16,188,en-AU~ADDRESS/response_4.wav,en-AU~ADDRESS/response_4.wav,1c58e7c813a5bc0cf3dd5702072f2a12f12fa7eae91348f52a767a31a56c9957,40ce77cb32a384e4d50a568e1ec39ac804019d33,>4–8 s,True,6b4c4168081815bc7986d33682e73f2c7d6fe877e4b2bffec319ba77d33bbf91,8000,1,37547,4.693375,WAV,ULAW,WAV,True,False
en-AU_address_0002.wav,en-AU,2,1,address,I need to change my address,I need to change my address,4.66,16000,1,74560,WAV,PCM_16,189,en-AU~ADDRESS/CA470ecf07dc82292d029679a0c3586f67_2.wav,en-AU~ADDRESS/CA470ecf07dc82292d029679a0c3586f67_2.wav,a1b50860ab887dd39e7eff290c321f281479693bf470d99551655d54decdecc4,40ce77cb32a384e4d50a568e1ec39ac804019d33,>4–8 s,True,45a80cff333a07fa33d35fd8f8727c4b46ba2689e8783e059b95e717c00b1780,8000,1,37280,4.66,WAV,ULAW,WAV,True,False
en-AU_address_0003.wav,en-AU,2,1,address,I want to change my address,I want to change my address,2.901375,16000,1,46422,WAV,PCM_16,190,en-AU~ADDRESS/response_16.wav,en-AU~ADDRESS/response_16.wav,9314e89844aebc976c6e4780a659b28e73a9164781476b92b5337ffdef3f2477,40ce77cb32a384e4d50a568e1ec39ac804019d33,>2–4 s,True,8952eb72a0393420f5e21bb87f3643eacc030d4d63a93d585b75e8800ba5f97d,8000,1,23211,2.901375,WAV,ULAW,WAV,True,False
en-AU_address_0004.wav,en-AU,2,1,address,I want to change my address,I want to change my address,4.551125,16000,1,72818,WAV,PCM_16,191,en-AU~ADDRESS/response_5.wav,en-AU~ADDRESS/response_5.wav,92c051b339ff58286f401e5b37223c13f81cf57040e30279446044a6a4028c24,40ce77cb32a384e4d50a568e1ec39ac804019d33,>4–8 s,True,4fca274d9452aed670c965f1647c78421f9d677f379f1c7a21cb62e783f6b190,8000,1,36409,4.551125,WAV,ULAW,WAV,True,False
en-AU_address_0005.wav,en-AU,2,1,address,I can I there I have just recently moved house and ID like some assistants please with changing my address that's ok,I can I there I have just recently moved house and ID like some assistants please with changing my address that's ok,11.434625,16000,1,182954,WAV,PCM_16,192,en-AU~ADDRESS/response_7.wav,en-AU~ADDRESS/response_7.wav,bd94ad3e6b9fc7b4427e8273c8c66b81c8006ecb3b4ebd129ff772c876d36d68,40ce77cb32a384e4d50a568e1ec39ac804019d33,>8 s,False,7e81bf005058153edf64647bfe0f996ad9aca4976b6ae68cc579e0f26ead19c9,8000,1,91477,11.434625,WAV,ULAW,WAV,True,False
en-AU_address_0006.wav,en-AU,2,1,address,I would like to change my address,I would like to change my address,5.12,16000,1,81920,WAV,PCM_16,193,en-AU~ADDRESS/response_14.wav,en-AU~ADDRESS/response_14.wav,e511b2569631028a9d83803bad7bc600187d7cc544ef1cc42e99d9a513492bbf,40ce77cb32a384e4d50a568e1ec39ac804019d33,>4–8 s,True,5a0d5d12b1ba6f4987bd84d2a2127842acc8eb0972abc1e5e114ffd4435ec325,8000,1,40960,5.12,WAV,ULAW,WAV,True,False
en-AU_address_0007.wav,en-AU,2,1,address,I need to update my address,I need to update my address,3.669375,16000,1,58710,WAV,PCM_16,194,en-AU~ADDRESS/response_28.wav,en-AU~ADDRESS/response_28.wav,0d2513133017312f32c2129e41fed18df415e6e7170f3af8cd8c98359cd0a86c,40ce77cb32a384e4d50a568e1ec39ac804019d33,>2–4 s,True,cbb1d5b54e73f4fb83a1f237771a02e255effb403af79196389e6fb3a6672a10,8000,1,29355,3.669375,WAV,ULAW,WAV,True,False
